viewer_uid,age,sex,age_class
22031,52,female,0
38268,10,male,3
46823,10,male,2
35158,57,female,2
55794,56,male,3
3457,11,female,0
53468,25,female,3
21695,42,female,0
33994,38,male,2
45453,23,male,3
50311,36,male,1
45375,47,female,2
36826,17,male,2
14005,44,male,3
55300,34,male,2
39659,36,female,2
39596,43,female,1
59905,56,male,0
52824,26,male,0
59898,47,female,2
58711,59,male,2
49905,46,female,3
5362,26,female,2
25801,26,male,2
52171,24,male,3
17461,33,female,2
25188,32,male,3
37314,45,male,1
54141,20,male,0
32149,44,male,3
1995,12,male,3
54985,16,female,1
29699,31,female,3
29180,53,female,3
58141,57,male,3
7338,32,female,1
49697,11,male,3
23385,34,male,1
55697,47,female,3
23885,25,female,3
21748,24,female,3
32404,17,male,3
36386,14,male,1
12049,40,male,3
19708,59,female,3
22023,54,male,3
28738,30,female,3
37317,58,female,3
184,27,female,2
20222,43,male,2
3673,41,female,3
28144,30,female,3
10022,12,male,0
1078,49,female,0
41285,41,female,0
5249,19,female,2
48064,21,male,0
30220,50,female,3
2415,59,male,1
53693,47,male,3
50987,47,female,2
29558,36,male,1
39818,51,female,0
7637,30,female,1
23759,13,female,2
15905,60,female,2
16679,47,male,1
17169,17,female,0
14835,26,male,0
45892,15,female,2
5474,36,female,0
26370,34,male,3
39041,24,male,3
50613,25,female,0
58933,31,male,1
7941,14,female,3
39924,46,female,1
51638,44,male,0
50487,21,female,0
44083,15,female,2
46961,11,male,3
24558,15,female,2
20814,52,female,0
37922,38,male,0
53689,50,female,3
52860,40,female,3
13315,11,female,3
38099,56,male,3
31069,59,male,2
53395,11,female,1
41716,15,male,2
32400,47,male,3
29836,12,female,2
59747,55,male,1
22737,28,female,1
40493,37,male,2
36764,28,female,3
3743,17,female,3
16110,24,female,3
8401,13,male,3
14861,26,female,3
9714,30,male,2
13826,19,female,3
55935,18,male,1
5446,53,male,3
26952,52,male,3
57117,58,female,3
56511,48,male,3
9356,57,male,0
23891,48,female,3
14735,43,male,2
41368,34,male,3
25325,51,male,2
27760,51,male,3
35277,23,female,2
3372,20,male,1
20458,26,female,1
36766,34,female,3
35572,57,female,0
7792,39,male,3
5294,32,male,3
9758,27,male,1
6164,25,female,3
10706,46,male,3
43869,40,male,3
48432,14,female,1
43097,35,male,0
23277,53,male,0
24174,27,male,0
21742,60,male,0
57816,43,male,2
38348,46,female,2
34415,52,male,3
54773,50,female,2
49181,59,male,2
31396,29,female,3
43911,29,female,3
35034,55,female,1
32948,28,male,3
16215,15,male,3
44445,56,male,0
21453,41,male,1
53436,43,female,1
31440,15,male,3
53091,30,male,0
399,27,female,3
52254,48,female,0
43991,22,female,0
45967,21,male,1
24930,51,male,3
18254,24,female,2
43764,32,female,2
53703,27,female,2
16306,60,female,0
41762,13,female,3
30483,32,male,0
27032,47,female,2
18030,13,female,1
14786,13,male,0
44150,48,male,1
49426,20,male,2
43985,41,female,3
11866,24,male,0
44906,28,female,2
47634,11,female,0
1462,57,male,2
37598,18,male,2
53508,46,female,3
22074,30,female,3
26039,56,female,3
40928,54,female,1
15594,19,female,3
41204,56,male,3
43774,32,female,3
53720,13,male,3
58364,23,male,2
38177,15,female,0
11584,41,female,3
27195,33,male,0
30147,19,female,1
47085,25,female,0
38281,55,male,0
43956,57,male,0
34049,26,male,1
22590,10,female,3
50689,41,female,1
34245,57,male,3
55956,58,male,0
7237,31,female,3
46954,39,female,2
48692,40,female,3
27663,25,male,1
29900,50,female,3
19606,57,female,0
30219,22,male,3
21435,37,female,3
17072,11,male,3
37058,43,male,1
28810,35,male,2
23673,54,female,1
41777,60,male,0
35305,49,male,3
54695,25,female,2
19040,38,male,0
5179,23,female,3
48659,54,male,0
48601,10,female,0
34900,38,male,3
7056,44,female,1
53471,36,female,3
36195,51,male,3
13210,24,male,1
53582,40,female,3
17513,26,female,2
19079,58,male,1
45755,53,female,2
29960,56,female,3
7471,57,female,3
26257,21,male,0
23294,41,female,1
37577,50,male,0
11361,53,male,3
32317,23,female,3
46672,39,male,1
58552,36,male,0
56523,57,male,0
7860,37,male,1
43047,41,male,1
59097,34,female,3
57261,29,male,0
51207,25,female,2
33600,18,female,3
56998,58,female,1
49039,53,female,3
8051,23,male,0
6003,17,female,1
27489,45,male,3
45610,54,male,1
29945,44,female,3
40312,55,female,3
3734,56,male,0
45809,17,male,0
54730,14,male,0
19786,15,female,2
17691,23,female,1
41149,35,female,3
58550,52,female,3
28592,31,male,2
44580,20,male,3
3225,36,female,3
37307,39,male,3
49364,35,female,3
42201,46,female,3
178,37,female,3
44308,31,female,2
52744,36,female,0
55420,43,male,0
47921,17,female,2
36854,23,female,0
3945,20,female,0
11781,28,male,3
21964,39,female,0
19288,56,male,0
5376,26,female,3
53021,35,male,0
43548,10,male,2
48535,59,female,1
12006,27,female,0
14794,12,male,1
11568,49,female,2
2003,44,female,1
29913,31,female,1
17464,13,female,3
18772,47,male,2
53294,10,female,1
59012,54,female,0
52321,32,male,3
58896,32,female,3
19099,21,male,3
19698,36,male,1
28539,18,female,2
18695,45,female,3
26037,38,male,3
16219,17,female,3
42648,45,male,3
24190,38,female,3
57170,37,female,0
5014,29,male,3
7826,54,male,2
359,49,male,2
32740,60,female,2
51011,16,male,3
14444,59,male,2
53402,31,male,3
33039,46,male,0
8077,24,female,0
35152,39,female,3
6533,48,female,3
13636,22,male,2
2144,46,female,3
27197,22,female,2
16185,36,female,0
12824,39,female,0
51127,37,male,1
13769,51,male,2
44451,11,male,3
24055,10,male,0
58635,12,female,3
49001,56,male,0
49138,52,male,3
59307,35,male,0
58508,55,male,2
2289,36,male,2
31094,60,female,0
41641,16,female,3
43859,59,female,0
17136,17,female,1
5212,25,female,0
29026,15,male,3
21477,52,female,1
54298,27,male,1
4132,54,male,1
11445,50,female,1
9622,45,female,1
26600,58,male,2
28249,29,female,2
20198,32,male,3
46344,30,male,3
49075,40,female,3
14322,43,male,3
6317,27,female,3
17550,38,male,0
43837,43,male,1
26273,56,male,1
56045,54,female,3
7893,28,male,1
47836,38,female,0
48434,12,female,2
45098,10,male,3
49542,55,male,3
22445,22,male,3
40019,13,male,3
31581,35,male,0
34895,33,female,0
51378,44,female,2
57725,48,female,3
14632,21,female,2
9606,58,female,0
57441,55,female,3
14249,57,male,0
29062,32,male,0
8267,39,female,2
9088,25,male,2
11429,36,male,0
7261,43,female,1
29627,44,male,3
28219,13,male,3
25763,22,male,1
17699,42,male,3
24706,42,male,3
16347,35,male,3
18097,34,male,2
15257,36,female,0
39267,28,female,3
38723,22,female,1
43705,29,female,0
31151,27,female,3
39163,44,female,3
58628,49,male,3
40237,53,female,1
29933,15,male,3
58973,32,male,3
21063,55,female,0
25453,22,male,0
35598,31,male,3
54866,30,female,2
18268,32,female,3
39279,19,female,3
12681,33,male,2
3490,52,female,3
6978,59,female,3
13195,38,male,1
23655,11,male,2
2227,49,male,3
47116,52,male,0
45373,40,male,3
48327,30,male,2
23181,12,female,3
42677,19,female,1
11627,59,male,3
58263,57,male,1
22228,55,male,1
45151,20,female,0
9129,15,female,1
35620,35,male,0
56677,25,female,0
33270,58,female,3
2562,27,female,2
45054,14,female,3
23199,31,male,2
22738,57,male,0
12625,28,male,2
23795,19,male,3
24163,60,female,1
20624,32,male,3
10900,16,female,3
8589,28,female,3
58974,54,male,2
34800,50,male,3
32214,25,female,0
28647,39,male,0
27264,11,male,3
17420,41,female,1
22537,34,male,3
8742,17,female,3
46359,31,female,1
55468,34,female,3
11220,57,male,3
10402,14,female,1
23242,33,male,0
37388,57,male,3
32682,24,male,1
27154,20,female,3
29641,33,female,3
30654,30,female,0
45144,39,female,1
14404,52,female,0
5333,39,female,3
3561,25,female,0
48180,20,female,3
27782,49,female,3
46674,50,female,3
42392,38,male,0
27608,11,male,3
30086,49,female,3
53465,56,female,3
13513,55,female,2
18939,13,female,2
17251,38,female,0
31806,42,male,3
53201,18,male,3
21221,57,female,3
44875,17,female,1
44534,27,female,3
41209,55,male,3
6644,39,male,3
39571,42,male,3
3309,25,male,3
25183,16,male,2
56843,26,male,0
40014,49,female,2
54089,29,male,1
34726,35,male,1
9943,18,male,3
33718,36,female,1
40464,43,male,0
24066,25,male,3
44430,21,male,1
8103,18,male,1
46928,20,male,3
46206,14,male,3
30632,21,male,3
8464,39,female,2
379,36,male,0
39025,19,female,3
16543,14,male,2
24042,60,female,3
23763,22,male,0
36751,13,male,3
38199,56,male,3
31836,36,male,1
17728,56,female,0
30658,46,female,3
29776,54,female,1
20497,32,male,3
59026,51,male,3
51162,16,female,2
255,11,female,2
13224,10,male,1
4793,33,male,2
8835,48,female,3
16108,21,male,3
50295,10,male,3
48545,10,male,0
27615,20,male,0
36139,35,female,2
23229,16,female,3
48690,26,female,3
6600,59,male,2
4402,59,male,3
14763,53,female,2
38957,20,male,3
13693,19,female,0
23932,36,male,1
11861,46,male,2
53980,56,female,0
4413,43,male,1
40334,26,male,1
16837,35,female,3
52606,29,female,1
43143,48,female,1
48831,11,male,0
45509,48,male,3
10458,22,male,3
20741,54,male,3
37464,31,male,1
31912,57,male,2
3131,44,female,2
14918,20,male,0
40321,16,male,2
47217,47,male,1
40989,13,female,0
42911,26,female,1
23138,23,male,2
5059,32,female,2
56356,55,male,0
12664,15,female,0
35909,41,female,3
8607,57,female,1
39580,41,female,3
52664,60,male,3
29223,20,female,2
10538,35,female,3
48832,49,male,3
11050,52,female,0
34903,51,female,3
15331,39,male,3
44266,22,female,3
5669,47,male,2
52407,44,female,3
32131,28,male,0
49755,26,female,1
5785,53,male,3
28302,49,male,0
6225,41,male,3
11426,45,male,2
18247,22,male,0
52242,17,female,1
37573,27,female,3
32450,19,male,0
16633,57,female,2
18356,23,female,1
25081,38,male,3
19581,38,female,0
7294,46,female,3
15067,41,female,3
4510,14,female,0
33657,13,female,3
36052,29,female,3
1642,14,male,1
50401,22,male,3
41264,46,female,3
33213,57,female,2
16782,52,male,2
23674,46,male,3
29691,31,female,3
27363,34,female,1
39216,40,female,3
22611,25,male,0
38269,33,female,1
8187,37,female,1
29591,22,female,3
59175,49,male,3
48280,32,male,2
59064,16,male,0
26348,18,female,2
21074,23,male,3
41390,27,male,3
40299,17,male,3
8458,13,female,3
16459,36,female,0
22136,28,male,3
49730,39,male,3
7759,51,female,0
21124,10,male,2
45676,51,male,0
11001,23,male,0
34097,18,female,3
44123,59,female,3
55409,40,male,2
6201,45,female,3
34718,52,male,3
4950,14,female,3
46517,12,male,2
45111,19,female,3
18968,48,male,0
20207,27,female,3
19326,27,male,3
13328,36,male,3
25889,37,male,3
9068,26,female,3
8983,13,female,3
8416,41,male,1
56535,57,male,3
26406,28,male,3
13651,19,female,3
22008,33,female,0
51648,12,male,3
36678,33,male,0
23750,57,male,2
1567,18,female,3
3024,32,female,1
55918,48,male,3
43664,31,male,2
15248,44,male,1
32741,25,female,3
5381,27,male,0
47574,24,male,1
3049,42,male,3
25473,13,female,2
8797,12,female,3
30039,24,female,3
6085,26,male,3
34759,10,male,2
33524,50,male,3
25306,54,male,0
56193,23,female,1
46471,16,male,3
59768,41,male,2
38466,35,male,1
57297,41,female,3
19264,33,male,3
58196,59,male,1
40687,13,male,1
48466,12,female,1
43619,48,female,1
20904,30,male,1
23683,36,male,0
41518,34,male,1
50023,21,male,1
39794,16,female,0
1114,29,male,0
55812,22,female,0
37288,17,male,3
46105,11,male,3
41758,23,female,3
49142,20,female,0
533,60,female,0
7394,41,female,1
15606,15,female,0
44450,25,male,1
37023,57,male,2
54379,11,female,3
38163,59,male,1
59441,34,female,2
46138,16,male,1
42891,46,male,2
6507,33,male,3
29650,33,female,0
53414,54,female,3
37811,10,female,2
7246,35,male,3
35774,27,female,3
9948,37,male,3
13137,22,female,3
50604,29,female,0
43323,34,male,0
6545,20,male,1
52707,24,male,1
13542,55,female,1
17141,20,male,0
9673,36,female,0
41908,27,male,0
51081,17,female,2
29025,60,male,3
59853,23,male,3
43644,42,female,3
20345,21,female,2
40506,29,female,0
54506,18,female,2
20789,39,male,3
39080,19,female,2
50288,55,female,0
21343,54,female,3
3948,48,male,3
46953,53,male,0
56105,42,female,3
56054,59,female,3
11263,51,female,2
4134,60,female,3
7820,13,female,1
29899,60,male,3
32176,49,female,0
29067,27,female,3
46561,50,male,3
32977,54,female,2
55463,14,female,3
5106,20,female,3
42140,43,male,3
53008,21,female,3
1041,44,male,3
37783,38,female,1
48836,59,female,3
23439,24,male,3
26059,10,male,3
52397,35,female,2
9868,19,female,3
21385,30,male,3
27812,22,male,3
38237,53,male,3
26926,23,male,1
31373,46,female,2
39250,18,male,0
52141,58,male,3
1998,14,female,3
48418,59,female,2
26953,30,male,3
15382,32,male,3
30606,33,female,1
350,37,male,1
20748,35,female,3
12931,33,male,3
31874,40,male,3
40232,16,male,3
57628,47,female,3
42113,16,female,3
45351,25,female,0
25312,20,female,3
25618,34,male,0
4460,13,male,3
44070,43,female,2
19601,58,female,0
18196,58,male,3
45522,18,female,2
30640,55,female,3
37151,28,male,3
42752,28,female,3
17373,59,male,3
17218,43,male,0
12522,47,male,0
37039,52,male,3
37420,29,female,2
55115,13,male,0
51135,32,male,1
19434,33,female,2
771,40,female,1
40085,31,female,3
16861,10,male,2
46684,20,male,3
27591,50,female,0
45517,15,female,1
46341,46,male,0
21108,50,male,3
20112,34,female,2
41442,22,male,3
16289,33,female,0
54357,52,female,3
14710,33,female,3
22744,30,male,0
53826,27,female,3
8440,54,male,0
51273,50,male,2
32913,19,male,3
26696,36,male,1
27203,59,female,1
58399,29,female,3
10881,19,male,1
34562,48,female,3
55906,45,male,1
5955,30,female,0
31532,17,male,0
5185,39,male,3
28325,34,male,2
43742,37,male,0
6919,11,female,2
53298,39,female,3
3781,19,female,2
42215,47,male,3
43702,50,female,1
43130,22,female,2
34575,38,male,3
3373,28,female,3
49467,38,female,0
32526,34,female,2
21609,50,female,3
9056,15,female,3
28421,34,male,3
50963,12,female,3
897,14,female,2
58890,50,male,0
14545,20,male,3
25504,14,male,0
34500,49,female,3
29338,24,female,0
2530,47,female,1
52215,55,male,2
18425,18,male,2
55428,18,female,0
41370,51,male,2
3481,44,female,3
51564,37,male,1
39472,26,female,3
23447,59,male,0
41636,20,male,1
39821,51,male,3
58764,21,male,2
39543,48,female,0
19837,24,female,3
10500,60,male,2
52573,11,male,0
14380,31,male,2
49447,22,female,3
43412,36,male,3
56958,23,male,0
16245,22,female,1
36422,15,male,3
28626,59,female,3
9505,26,female,3
20915,42,male,3
26924,10,female,2
16403,23,male,3
4240,30,male,0
11393,36,female,0
8718,48,female,3
9599,53,male,1
38034,57,female,3
33089,10,female,2
15050,14,male,3
27356,15,female,3
8292,26,female,0
53483,48,female,1
51443,60,female,3
18026,51,female,3
57849,36,female,0
42563,21,male,0
55717,52,male,0
22461,47,female,3
10091,36,male,3
1948,18,male,1
10011,56,male,2
9202,18,male,3
31228,40,female,3
52921,53,female,1
46609,11,female,0
53169,41,male,3
39339,46,male,3
24988,43,male,1
59781,14,female,0
18378,57,male,3
43242,24,male,3
40818,59,female,3
36610,15,male,0
2,25,female,1
31155,18,female,3
12465,37,male,3
34358,47,female,3
47039,34,male,1
48198,32,male,3
8960,59,male,0
38913,14,female,0
15679,43,female,0
49410,56,female,3
56884,47,female,3
9718,52,male,0
2232,33,female,3
14864,35,female,0
25904,10,male,1
1647,18,male,3
52370,38,female,2
27036,60,male,2
41587,15,male,0
23894,40,male,3
42197,50,male,3
48716,47,male,3
21353,36,male,2
36104,31,female,3
17137,14,female,3
18869,53,male,2
58127,10,female,0
6733,18,male,3
41074,34,male,2
25040,26,female,1
46175,18,female,3
16834,22,male,2
45173,59,male,2
18874,34,female,2
43831,59,male,1
18501,55,male,0
41598,34,female,3
28841,56,female,0
52055,34,female,0
49246,31,male,3
39765,21,male,3
33607,38,male,3
10438,17,female,1
43388,58,male,0
24802,36,male,2
55491,56,female,3
25352,25,female,3
30029,52,female,0
24773,24,male,1
21853,22,male,1
59304,29,male,2
46299,20,male,0
34677,31,female,3
21600,17,male,2
1361,49,male,3
42781,14,female,3
44623,42,female,2
44294,24,male,3
37707,16,female,3
24179,35,male,2
53157,42,male,2
32220,19,male,3
57198,28,male,3
12858,56,female,3
32967,47,female,3
28559,27,male,2
59795,35,female,1
42082,60,male,2
12826,37,male,2
25485,56,female,1
15670,39,male,3
37235,59,female,3
52192,22,male,2
14285,48,male,3
44117,13,female,2
53366,29,male,0
21736,20,female,1
47995,43,male,3
36000,31,male,0
50751,45,male,1
26566,34,female,1
48885,22,male,2
31859,39,female,1
54495,37,male,2
8190,21,female,0
59250,16,female,3
30124,25,male,3
45494,49,female,1
31057,57,female,0
12868,15,female,0
58050,11,male,3
56923,11,male,3
45520,42,female,0
30748,46,female,3
39206,56,female,0
9685,29,female,3
10451,29,female,3
23800,18,male,3
19640,59,female,1
19324,58,male,0
40114,15,male,2
32272,31,female,1
30228,44,male,3
55587,45,male,3
52613,60,male,3
26690,16,female,3
29411,52,male,0
2270,20,female,2
35232,19,male,1
3917,12,female,1
27481,45,male,1
52214,20,female,3
31607,17,male,1
45374,19,male,3
4141,36,female,1
55594,56,female,1
45135,56,female,1
42938,44,female,1
42277,29,female,3
50914,20,male,3
15101,31,male,1
29430,37,female,0
38485,40,female,3
49549,38,female,2
28260,23,male,3
25009,35,female,3
15862,50,female,0
34128,31,female,0
38887,59,female,0
24550,57,female,2
23525,33,male,2
34637,45,female,3
53167,37,female,3
42466,55,female,3
23913,12,female,1
30456,17,male,1
33768,35,female,3
23300,51,female,1
8106,31,male,0
34303,25,male,3
35041,54,female,3
7403,60,male,3
2453,54,male,1
13082,31,male,3
52320,27,male,3
51877,48,male,3
45188,39,male,1
35478,33,male,0
33984,37,female,3
1670,60,female,0
15728,56,female,0
25244,35,male,2
9929,30,female,1
24895,37,male,2
15747,27,female,0
33150,35,female,0
24833,25,male,1
322,59,male,2
27811,34,female,1
32044,52,male,3
1759,60,female,2
41084,32,male,0
5930,18,male,1
57997,17,female,2
45833,46,male,0
50220,31,male,3
33865,34,male,3
32563,60,female,3
21439,57,male,0
38693,15,female,3
42897,16,female,2
30883,29,female,2
24942,27,male,0
16617,34,female,0
21372,20,female,2
54536,17,male,2
2934,56,female,3
52248,24,male,3
36440,57,female,2
44310,56,male,0
54445,24,male,0
48164,47,male,3
15478,45,female,3
34404,50,female,2
16019,46,male,3
11438,50,female,0
21305,50,female,3
44403,21,female,2
34010,20,female,3
4559,27,male,0
15615,40,female,3
7171,42,male,1
33078,32,male,1
39933,29,male,0
48928,60,male,2
26908,36,male,3
52497,21,female,0
5769,26,male,3
27427,39,female,3
30827,58,female,1
46233,48,male,2
34589,58,male,1
30066,46,female,0
43926,16,male,3
14772,37,male,1
30793,60,male,3
10971,49,female,2
6964,58,male,2
15575,29,female,1
22860,21,female,3
59077,52,female,1
10131,18,female,2
23221,41,male,0
10664,40,female,3
37848,17,female,3
38553,24,female,3
58128,24,female,2
19283,29,male,0
58652,54,male,2
17678,29,male,1
34084,15,female,2
57926,15,female,3
48449,40,male,3
40088,31,male,0
14491,29,male,0
8496,48,female,2
2592,41,female,2
11801,19,male,1
8370,33,male,1
25323,19,male,3
49381,54,male,0
43986,31,male,2
5777,16,female,1
48235,46,male,0
28538,20,female,3
52938,50,female,3
6668,31,female,3
25350,60,male,1
53586,38,male,3
43310,53,male,3
16425,11,male,3
24924,51,female,2
47724,55,female,3
9200,28,female,0
59932,34,male,1
16291,39,female,3
7032,31,female,1
1526,36,male,1
40743,24,male,2
57471,16,male,3
4960,24,female,2
42659,33,female,1
35008,40,male,0
4817,20,female,0
56578,48,male,2
175,11,male,2
28095,26,female,0
48685,50,female,0
50520,22,male,2
29120,53,female,0
28544,56,male,3
59801,22,female,3
59407,60,female,2
6517,12,male,0
35512,15,male,0
34598,22,male,1
1988,12,female,3
45241,38,male,3
17494,36,male,3
21793,14,male,0
10970,41,female,3
31744,38,female,2
40807,23,male,1
33146,39,male,3
40621,25,male,2
37327,50,female,3
44470,16,female,0
46147,30,male,3
4820,34,male,3
5355,19,female,0
53077,31,female,1
1909,51,male,0
4364,60,female,0
40118,47,female,1
14468,15,female,1
41298,53,female,3
48039,15,male,1
42862,41,female,3
6190,11,male,0
47777,33,female,1
24301,24,female,1
24007,35,male,3
26560,32,female,3
59639,19,female,1
2354,28,male,3
3101,34,male,3
31035,13,female,3
57202,21,male,0
36124,57,female,3
5837,48,male,0
33459,39,female,2
46207,11,female,3
9794,30,male,1
56791,53,female,3
33937,18,male,2
50217,13,female,3
2922,22,female,0
32797,59,female,2
14788,47,female,2
30085,43,female,3
34618,29,female,0
20125,45,female,3
20914,58,female,3
22898,26,female,3
6456,24,female,3
42971,58,female,0
197,45,male,2
51168,34,male,3
27585,56,female,1
17957,48,male,3
24466,37,male,3
14695,36,female,0
23700,37,female,3
57233,28,male,3
52136,51,male,3
56830,32,male,3
56495,21,female,0
20606,40,male,3
31755,15,male,2
39124,60,male,1
669,37,female,3
7351,24,male,0
17869,39,female,2
54227,18,female,0
57667,45,female,3
12940,11,female,1
45383,44,male,1
31461,22,female,3
43427,32,male,2
28130,31,male,3
46920,21,female,0
22106,60,male,1
49712,55,male,3
19910,43,female,2
42777,60,male,3
42819,24,male,0
21371,40,male,1
27409,20,male,2
43538,41,female,2
59373,17,female,3
34754,17,female,1
10959,41,female,3
41051,33,male,2
54435,53,male,2
39978,57,female,3
9836,20,male,2
7035,20,female,2
43745,45,male,3
9161,60,female,3
45156,51,female,0
4383,37,male,3
33339,30,female,3
48530,53,male,2
34465,34,male,3
39387,15,male,3
32296,30,male,0
29344,59,female,3
29297,24,male,1
55809,23,male,0
88,51,male,3
52412,56,female,2
38751,24,female,3
53603,54,female,1
3956,27,male,3
45484,54,male,2
346,38,female,2
41375,55,male,3
8084,27,male,3
43921,36,female,0
59144,10,female,3
52120,20,male,3
34773,51,female,1
22311,50,male,2
56867,49,female,3
41861,14,female,0
37260,57,female,3
5276,36,female,1
11860,49,female,3
34547,14,female,3
34752,56,male,2
10327,52,female,0
50917,26,male,0
13658,12,female,3
1712,33,male,0
5558,17,female,2
52127,60,male,0
38669,23,male,3
7249,27,male,3
35987,30,female,3
1346,27,female,0
28591,22,female,3
5262,45,female,2
32914,26,female,3
16680,18,male,2
7024,11,male,3
15612,59,female,1
54165,52,male,1
24425,12,female,1
40731,54,female,3
3611,34,male,2
44271,28,female,0
49466,46,male,0
59463,28,female,3
21062,26,male,3
42523,26,male,0
39057,16,male,0
52588,22,male,0
20328,37,male,0
4620,22,female,2
30093,23,male,3
5455,50,male,3
37106,20,female,3
42348,41,female,1
12855,15,male,3
21139,57,female,1
44659,16,female,1
1780,12,female,2
9084,18,male,1
17663,31,male,0
43145,28,male,2
13873,28,male,3
2495,26,female,3
43511,45,male,3
57041,23,female,0
5169,42,female,2
52381,38,female,0
7453,31,female,0
44553,47,male,2
17468,38,male,3
12972,21,female,3
13326,52,female,3
39738,16,female,1
1752,55,female,3
55311,55,male,3
31457,60,male,2
6411,24,male,0
24511,32,female,3
49973,30,female,0
44997,20,male,3
9003,47,female,1
21573,25,female,3
23808,14,female,3
36093,51,female,2
33929,54,male,0
2732,24,female,1
24890,44,female,3
46151,43,female,2
4163,59,female,3
56980,28,female,1
50911,37,female,3
7680,33,female,3
57478,60,male,0
20722,56,male,2
59320,56,female,3
22425,17,female,3
31737,60,female,3
28578,33,male,0
39872,45,male,1
25527,14,female,3
20996,10,female,3
35701,29,female,2
29799,45,male,3
40754,13,male,1
53319,12,female,2
2175,18,female,3
40293,53,female,3
18346,37,female,0
46585,44,male,1
41307,50,female,2
3083,53,female,0
46366,48,female,2
2764,43,male,0
13847,52,male,1
38997,45,female,2
38687,20,female,0
54179,46,female,3
44019,14,male,1
4507,28,female,3
45073,45,female,0
58769,19,male,3
36755,27,male,3
1171,20,male,3
48278,36,male,3
24657,57,female,3
38711,54,male,0
2392,29,male,1
33009,12,female,2
28415,58,male,3
10429,53,female,3
28975,35,female,3
26830,32,female,3
50480,18,female,3
24592,26,female,3
22115,59,female,3
20244,28,male,1
41995,11,female,1
49213,19,female,1
42112,26,female,3
9336,53,male,2
31848,43,male,3
45490,55,female,0
158,59,male,3
47718,56,female,3
49798,44,female,3
12521,40,male,3
54923,47,female,2
43171,49,male,0
42594,37,male,3
36013,47,female,1
42829,60,male,1
18312,35,male,2
22050,37,female,1
15403,57,male,0
50007,47,male,2
20943,60,male,1
39718,23,male,1
471,56,male,1
27346,24,female,3
31988,20,male,3
57668,19,female,1
51619,55,male,3
32101,59,male,3
560,26,male,3
52937,41,male,2
4867,36,female,3
39750,10,male,3
29359,38,male,1
53546,37,male,2
14896,17,female,1
26232,26,female,3
59996,44,female,3
18665,47,female,2
56775,10,female,3
54329,43,male,0
48326,27,male,2
50760,39,male,1
50752,31,male,2
35099,12,male,3
46717,32,male,0
40367,29,male,1
1226,36,female,3
19416,32,female,3
2488,12,male,0
33863,50,male,3
13682,55,male,3
11501,52,male,1
36811,57,female,1
42858,44,female,0
15071,40,male,3
18757,23,female,2
32155,59,female,2
47569,27,female,3
7159,13,female,2
20771,20,female,3
50633,36,male,0
48260,14,male,1
56438,56,female,3
352,16,female,3
46603,38,female,3
8672,41,female,3
11538,15,female,2
53127,27,female,3
12034,12,male,1
32904,17,female,0
42952,21,female,3
24624,22,female,3
44253,43,female,1
40624,30,male,0
9069,25,male,0
21537,44,female,0
41583,34,male,1
50712,59,female,0
30505,45,female,3
1785,27,male,0
9661,42,female,1
57722,17,female,0
49949,40,female,3
22021,57,female,3
2188,35,male,3
49077,37,female,3
51030,14,male,3
49091,42,male,0
42402,54,male,3
40264,17,female,1
12317,29,female,3
39662,12,male,3
56464,46,female,2
15998,42,female,1
39229,31,male,2
27581,60,female,0
43196,27,female,1
32874,26,male,3
30489,26,male,1
14202,35,male,3
53130,29,female,1
3461,51,male,0
27514,40,female,3
14660,40,female,0
1292,56,female,3
57518,18,male,0
44365,25,female,3
813,40,male,3
20269,35,male,3
48784,13,male,0
35018,52,female,2
30702,41,female,0
24166,60,female,2
52266,10,female,0
14635,25,female,0
21010,57,male,1
3883,16,female,0
24285,31,male,3
38172,60,male,0
6956,32,male,2
56372,47,female,3
21360,30,male,3
27011,35,male,1
36090,29,female,1
26712,41,female,2
19686,39,female,2
52912,36,female,0
3432,45,male,0
53833,53,male,2
14602,47,female,3
46364,55,male,0
47254,34,female,0
3081,56,male,3
25970,31,male,1
16823,18,male,2
10544,28,female,0
43052,10,male,1
50894,40,female,1
55157,47,female,3
6191,46,male,3
36121,60,female,1
58163,41,female,0
12915,25,female,3
20422,38,male,3
351,21,female,1
52587,46,female,0
51370,24,male,1
53174,44,female,2
33301,46,female,0
38849,60,female,3
47144,60,male,1
10809,32,female,2
53516,42,male,0
5122,16,female,0
6416,47,female,3
56936,28,female,2
53299,53,male,2
28780,17,female,3
27950,40,male,3
53318,17,female,0
57512,46,male,1
30665,12,female,3
8828,50,male,1
36306,16,male,0
9118,16,female,3
42229,43,male,1
28849,28,male,1
14525,56,male,0
26252,51,female,0
18464,29,female,2
49873,12,female,3
982,12,male,3
31758,22,female,0
45742,17,female,3
36099,43,male,0
37968,43,male,0
53941,47,female,2
46214,40,female,0
4085,23,male,0
44278,43,male,3
56833,30,male,1
23777,29,male,3
48919,47,female,1
45696,52,male,2
39201,50,male,3
1503,31,male,1
45865,26,female,1
29757,29,male,3
27071,46,male,1
53486,13,female,1
18547,56,male,0
44410,36,male,1
2201,31,female,0
15711,22,female,3
49696,57,female,0
2780,22,female,1
39468,23,male,3
42244,26,female,3
1705,54,male,3
39258,16,male,2
59914,20,male,2
30454,47,male,3
39934,34,male,0
4329,59,female,0
10211,44,female,2
51104,43,male,3
36476,36,female,0
45265,35,female,3
16007,33,female,2
44683,32,male,1
